file_name|most_common_town|is_INNER_CORE|is_ACRES_town|duplicated|is_MASS|has_climate|has_community
burlingtonurl34.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl35.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl36.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl37.json|florida|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl38.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl4.json|worcester|FALSE|FALSE|TRUE|TRUE|1|1
burlingtonurl40.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl41.json|salem|FALSE|FALSE|FALSE|FALSE|1|0
burlingtonurl42.json|washington|FALSE|FALSE|FALSE|FALSE|0|0
burlingtonurl43.json|lynn|TRUE|FALSE|FALSE|FALSE|1|1
burlingtonurl44.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl45.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl46.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl47.json|amherst|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl48.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
burlingtonurl49.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl5.json|springfield|FALSE|FALSE|FALSE|TRUE|1|1
burlingtonurl50.json|washington|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl51.json|lynn|TRUE|FALSE|FALSE|TRUE|1|1
burlingtonurl52.json|washington|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl53.json|washington|FALSE|FALSE|FALSE|FALSE|0|1
burlingtonurl54.json|wakefield|FALSE|TRUE|FALSE|TRUE|1|1
burlingtonurl55.json|boston|TRUE|FALSE|FALSE|FALSE|1|1
burlingtonurl56.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl58.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl59.json|sharon|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl6.json|burlington|FALSE|TRUE|TRUE|FALSE|1|1
burlingtonurl60.json|rutland|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl61.json|orleans|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl62.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
